id,comment_text,unk_ratio,toxic
6961adcd517353fb,= = hitler butt is till alive = = <N> <N> klsfabjkfabjzbjbfj xNbfck aanm <JOIN> dfc sjkgrycbdufwdhhthfjbtqehjhwjkrfhruiifhuierwegjfuyweuiahefkjhwrhqwouirgeriugyfugqejgyudbeqyjgrffbqyuagqrygfdhagdsyugrfkbsarhhtfjnjskkhukgjfnjkdsktfbjkdwsbukgbfnsdbkfjbnjksbutfbkjsdbufjbfjdsbujv jfhuibvnjdsfhdguvindjhguvkjdsbjgvadhsbgkj,0.277777777778,0.765154006621
65377ec9d837c9bd,GRHJGFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF s,0.75,0.751244031114
4149ce460f20cae2,bdsklfhnsdjfndjfhsluefhluhseuifehuindu nfds gdgdbsflbef weUNffnenf fnuwibfs heh <JOIN> UIe hufhwerhiuhf heuih efwuilfhuwebvihwea uhwfueh fuhbeifuhoewuhbaehwrla hebuawioehrweuiiiiiiiiiiiiiiiiiiiiiiiwwwwwwwwwwwwwwwwwwwwwwwwwwwuuuuuuuuuuuuuuuuuuuuuuuuuuuhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhbb <N> <N> Stupids ha ha ha ha ha ha ha ha haha Insert non - formatted text herejbndjnsdkfbuilsdfdfsfdssdgksdgsayugfdyuksgf wygfyugugre gtg <JOIN> fdg dfg <N> dfgz ri glouilrd <N> do n't be stupids and read this ha ha ha ha ha ha ha handxh fgih rhiosgerntsoeitugr zhriogpdgr,0.3,0.740003168081
8e18d6bc585e3de9,ME IS AN DUMMY ! ! ! ! DLSKFJALSDK <SEP> FJL ; ASFJK SDNMKLVFJ AKL <SEP> FJDSASKLDJFLASDKFJ DSLK FFFFFFFFFFFFFFIIIIIIIIIIIIIIIIISSSSSSSSSSSSSSSHHHHHHHHHHHHHHHHHH,0.368421052632,0.734876840565
82552fe97ea38b0f,HELP ! ! ! ! ! <N> grammer is for losers <N> FGJHDFHYTUJERJHTNY YTUJREFGYDRHGGV CHUBJHVG CVNB B VHGHFJXJHGSBN VXGF,0.315789473684,0.721405526958
440760d37f743ba2,STFYU STFU SFTU SFTU SFTU,0.8,0.662093207734
ca2d2f5476711fe4,""" Precisely one half h ur * Zh <SEP> qi <SEP> n 該 gue … where uq <SEP> stairs a door slammed . A child 's 聲音v零冰*- undoubtedly Jennys shrieked . ( 们 always act uq * Zh <SEP> qi <SEP> n dinner parties . 무엇 是 其 ? 办 们 些방법样 sense 荙 tensions involved ? ) Anne shut 荙 s 氐 esc <JOIN> alat fracas 出 氐 她 心神. 后 dou * 那 工 she did n't 腰 以 botch 荙 job 现. She cut 와 laid 荙 second sl 上 禢 s bed 氐 garnish . ( Perfect . ) 则*th3n * , mov 她 eyes 背 以 荙 cutt board , she saw 荙 tiny crumb 那 詀 unobtrusively 來 loose 从 荙 second sl She pressed 她 lips together 와 pos <JOIN> ied 荙 kne 为 荙 third cut . 她 tongue tled , though , 와 她 mouth agan * filled 同 saliva . ( Do n't even 想 靠 其 , Anne Louise Archer . 禢 's 不 a legitimate taste . 虲 知 there 's 无 correct 荙 season 在 本 stage . 甫 leave 其. ) 她 hands trembled 作蓙 she d 荙 third sl 上 禢 s plate 와 found 那 a second crumb 詀 appeared 上 荙 cutt board . A crash ( where uq <SEP> stairs ) rattled 荙 ows . 와 则*th3n * came s 氐 Jenny cry ( Goddam 其 , Jenny , cry 甫 makes 其 worse . Wo n't 虲 永 学习 ? dou * those A 's 仔 Xu <SEP> xi <SEP> o skool * , yet 还 she tortures herself 所 needlessly ... ) Anne cut 荙 f urth sl 와 wrapped 荙 loaf without lookng * 在 荙 crumbs ( 髧 则*th3n * cheated 莜 lickng * 她 fers ) . "" "" s 無 吃 chocolate , s 無 吃 chocolate , "" "" Dickie taunted 仔 s "" "" 虲 mised d 给 me a taste ! "" "" Jenny sobbed . "" "" 虲 mised , Dickie . 您 所 mean . 您 such a pig . 视 방법样 fat 虲 存. 방법样 可 虲 吃 chocolate 如 那 什么时 您 所 fat ? "" "" Though dizzied 莜 荙 violent rush 氐 blood 以 她 头頭 , Anne bounded 为 荙 stairs . ( Always 荙 物 事 , always always always . God m 所 sick 氐 其. ) Predictably 们 settled 成 a contest 氐 outshout one another 's taunt litanies . ( Jenny : "" "" Dickie 是 a pig , Dickie 是 a pig ... "" "" 와 Dickie : "" "" s 無 吃 chocolate , s 無 吃 chocolate ... "" "") "" "" 那 's enough ! "" "" Anne bell <JOIN> wed 作蓙 她 腳*føøt * touched 荙 顶 step . Round 荙 corner , she caught Dickie wav 份 eight - ounce bar 氐 chocolate under Jenny 's nose . "" "" rich * Alan Martin ! "" "" Anne quivered 同 barely suq <JOIN> pressed rage . "" "" 방법样 多 s 卣 余 told 虲 不 以 tease 台 sister 同 饭 ? "" "" Both 氐 them stopped 亓 ss 와 stared 在 她. "" "" 虲 mised , "" "" Jenny said 仔 a v * 所 小 와 forlorn 那 Anne k she 詀 realized ny * chance 氐 gett a taste 詀 vanished . "" "" Dickie , 卣 虲 been giv 台 sister 饭 ? "" "" Anne grabbed 厥 arm 와 shook him . "" "" Answer me ! 卣 虲 ? "" "" Dickie 's lwer lip pushed 出 ; 厥 eyes defied 她. "" "" 余 無 使 她 control herself , "" "" 盉 said . "" "" 什么时 she pesters me 如 那 , 무엇 可 余 办 ? She keeps c <SEP> dou me a pig , Mom , 哪 甫 is n't fair . 禢 's 不 me 谁 受 a defective 代谢 ! "" "" Anne sw <SEP> dou <SEP> owed . "" "" 赴 以 台 room , Dickie . 哪里 ll stay 为 荙 夜. "" "" She snatched 荙 chocolate bar 出 氐 厥 hand . "" "" 와 without dinner . 와 什么时 虲 启 gett hungry 虲 想 靠 무엇 台 sister musst * feel 如 什么时 虲 tease 她 靠 饭. "" "" "" "" Aw , Mom , "" "" Dickie whined , fidget under 她 grip . "" "" 虲 知 ve 弄 以 吃 ! 甫 因為 虲 do n't 卣 a 好 代谢 沒 * desnt * mean 余 do n't . 禢 's 不 fair ! "" "" ( Fair ! 可 任何@ny*事 以 办 同 代谢 와 饭 乃 fair ? ) Anne marched him 以 厥 room 와 locked him 仔. "" "" 와 면 余 ch 虲 yell 以 台 sister tonight even once , there 'll 乃 无 更 candy 禍 冰 cream 为 a 月 , young 男 , "" "" she warned him thrugh * 荙 door 와 则*th3n * turned 上 Jenny , 谁 stood lean aganst 荙 墙*wa ! ! * 同 她 fers 仔 她 mouth . "" "" 作蓙 为 虲 , young lady . 甫 무엇 办 虲 想 虲 were do , begg him 为 chocolate ? "" "" Jenny began 以 哭. "" "" Jenner Joan Martin 虲 g t * those fers 出 氐 台 mouth ! "" "" Anne grabbed 她 daughter 's wrist 와 pulled 其 away 从 她 面. "" "" 禢 's 不 fair , "" "" Jenny said 以 荙 floor . She sw <SEP> dou <SEP> owed 硬固*h@rd * , 则*th3n * l <SEP> ted 她 tear - swollen eyes 以 Anne 's 面. "" "" 盉 's tons fatter 比 me . 盉 应 乃 荙 one 不 dou <JOIN> owed 以 吃 饭 , Mom . one c <SEP> dou <SEP> s me skinny - bones . 们 使 fuun * 氐 me 在 Xu <SEP> xi <SEP> o skool * cuz 氐 吾 tooth <JOIN> pck * legs . "" "" 她 hands bdo <JOIN> ued 成 fists 와 beat aganst 荙 墙*wa ! ! * behind 她. "" "" 禢 's 不 fair , Mom . 吾 代谢 是 太 okay ! "" "" ( Philip 是 右. m go 以 卣 以 取*tak3 * 她 以 a therapist . 本 envy prblem * 是 completely 出 氐 control . She 应 卣 been past dou * 本 莜 现 , she 应 久长 ago 卣 accepted 荙 physiological dfer <JOIN> ence btween * boys 와 s . Yet 这里 she 是 在 荙 age 氐 eight , 还 fight 其 ... ) Anne sighed . "" "" 방법样 多 s 卣 余 told 虲 , Jenny , 禢 's 不 무엇 台 代谢 是 现 , 髧 무엇 其 将 乃 后 puberty . 其 沒 * desnt * matter 방법样 skinny 虲 存 现. 虲 可能 还 g t * fat . 哪 是 焉什么 虲 卣 以 develop 荙 右 habits 从 荙 启. "" "" She 詀 ed 所 硬固*h@rd * , she 詀 been 所 careful 同 Jenny , never once giv 仔 以 荙 tem <JOIN> pta 以 disobey 医生 's orders , she 詀 been determined 以 留 Jenny 从 荙 狱 she herself 詀 詀 以 endure 因為 她 mother 詀 不 只 breast - fed 她 , 髧 詀 sneaked 她 snacks 와 tastes 와 s even ( 什么时 她 father 詀 been 出 氐 镇*tøwn * ) meals dou * thrugh * childhood , uq * 以 puberty , dou * 因為 she 詀 been such a skinny child ( "" "" anorectic - lookng * , "" "" accord 以 她 mother , us one 氐 荙 terms common 在 荙 时 氐 她 own childhood ) . "" "" 视 , Jenny , ゑ do n't 卣 时 以 talk 现 , 荙 guests 将 乃 这里 ny * second 와 ve loads 氐 s 以 办 以 g t * ready . "" "" She bent 와 kissed Jenny 's fore 와 stroked 她 soft , fair hair . "" "" 余 腰 虲 以 mise me 虲 wo n't 取*tak3 * ny * 更 tastes 从 Dickie . 盉 只 does 其 以 tor * 虲. "" "" ( 와 bably 以 mail 她. ) "" "" 将 虲 mise me , Jenny . "" "" Jenny 's eyes brimmed 同 tears . "" "" Red <JOIN> ouy , Mom , "" "" she whispered , "" "" 其 is n't fair ! 余 do n't 腰 以 乃 a 女 ! "" "" Anne sw <SEP> dou <SEP> owed aganst 荙 lump ris 仔 她 throat . 余 do n't 腰 以 乃 a 女 : Jenny 会 卣 以 见 a therapist , 荙 envy was eat 她 uq * , she was 甫 太",0.342087984242,0.656930099683
7622d37b9d06eb3f,"dfdfjdhjd erj gfkjdlj gd gjide gkilojkdrj gkd gjxd jgkl jdgkl jdr klh <JOIN> jdh klj <JOIN> dfh klj hl jklh mjdklhjkld jdljh kld hjd hjd jios jzkkl n jkldzx hjhid hjde hjzd hjmmhiohimmkl nkl b cvcv <N> <N> Sweeds suck . WHA : TIT O : SLKgjsdb <SEP> kljsgckl <SEP> nhju <SEP> oklgssssssssssssssssssssssssssssssssssssbvc , md <N> <N> JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA",0.397260273973,0.641200518762
153a3328cb564fea,"= = dhfgudhgos = = <N> <N> ggfryfuwfgsdhusfsydfsudygfxhgfdgfsydgfsudhgtyetryegffydfgsjdhgdjhfgsjdfyejsdhgjhdgyedgfshdggfyefgsy dfydf sdfsdf <JOIN> sdfsd fsdfsdgf sdg dfsg sdf f f f f f fs sd sd gd g dg ff gd s f sd df g g dg das g sd s sd f f s f d d sdf sdfs sd dffvdvxvxvvvvvcvcvfjksfgItalic textvdgfsfsdgdddagvdcfvbvdgfsdvhscgcvdzvcvhxdhgvdhvgvBoldfhyuygyfsudgdyfgsydgfydgffg dfsd was swtr fhgfyusdyf a hgsddcaffshdffhfsdu uhfdfgfg arsehole texdsgdfgdfgdhgfddghgdgfdgfteretrerterrittttttcxczxcfhkljdhgvcmjh gfugcgf , kghghzefv <SEP> e <SEP> f <SEP> r fydtrtdhjvjvtdyttcgfc bcncgfsgsytghcgvbcdghdyrdfbhcggbcvncghdtcc bnxcgdthcbvxdzfaegrwtyfhvcgfgkt "" "" "" "" "" fdgfgsgxvdgts estrsygxfs dey <JOIN> tdee tyr <JOIN> yed dtr dtjtutr gfgfrkktygk gkdtydyy <SEP> kutdd gfdyktxfjdhjshhf ds <SEP> fd £ p dgfsjdgidgsdu sfywsdgyufgsfysed efw <JOIN> uedf dfytweuierf egfyweur fer yge <SEP> trs <SEP> ie <SEP> rft egtr <SEP> ft <SEP> eweytrw etr <JOIN> twer wertwriwgtr eytruwgteryurtwe rweytrwy tueruwfyurf werf wef <JOIN> ere rgtweyrgweyg ryuwefruwrfiawea <SEP> w <SEP> rf wetr <SEP> osr <JOIN> esr <SEP> fa rteuiwegfgddyttfstweeigfucdsdayfgs ydkaudwfirsgrfrfvzhdftzserrtfddsirksduktsz kzsyuefuzsyfdrizsdgjgfzlsdeff <SEP> dgdfr aweiyzfzg hkhcgvghcjxcnhgvjgdgfd .",0.313333333333,0.631943115275
b1fbf6a78dbef761,= = ∞ ‘ ’ “ ” « » ¤ ₳ ฿ ₵ ¢ ₡ ₢ $ ₫ ₯ € ₠ ₣ ƒ ₴ ₭ ₤ ℳ ₥ ₦ № ₧ ₰ £ ៛ ₨ ₪ ৳ ₮ ₩ ¥ ♠ ♣ ♥ ♦ m m ♭ ♯ ♮ © ® ™ = = <N> <N> ∞ ‘ ’ “ ” « » ¤ ₳ ฿ ₵ ¢ ₡ ₢ $ ₫ ₯ € ₠ ₣ ƒ ₴ ₭ ₤ ℳ ₥ ₦ № ₧ ₰ £ ៛ ₨ ₪ ৳ ₮ ₩ ¥ ♠ ♣ ♥ ♦ m m ♭ ♯ ♮ © ® ™ <N> Latin : A a Á á À à Â â Ä ä Ǎ ǎ Ă ă Ā ā Ã ã Å å Ą ą Æ æ Ǣ ǣ B b C c Ć ć Ċ ċ Ĉ ĉ Č č Ç ç D d Ď ď Đ đ Ḍ ḍ Ð ð E e É é È è Ė ė Ê ê Ë ë Ě ě Ĕ ĕ Ē ē Ẽ ẽ Ę ę Ə ə F f G g Ġ ġ Ĝ ĝ Ğ ğ Ģ ģ H h Ĥ ĥ Ħ ħ Ḥ ḥ I i İ ı Í í Ì ì Î î Ï ï Ǐ ǐ Ĭ ĭ Ī ī Ĩ ĩ Į į J j Ĵ ĵ K k Ķ ķ L l Ĺ ĺ Ŀ ŀ Ľ ľ Ļ ļ Ł ł Ḷ ḷ Ḹ ḹ M m Ṃ ṃ N n Ń ń Ň ň Ñ ñ Ņ ņ Ṇ ṇ O o Ó ó Ò ò Ô ô Ö ö Ǒ ǒ Ŏ ŏ Ō ō Õ õ Ǫ ǫ Ő ő Ø ø Œ œ P p Q q R r Ŕ ŕ Ř ř Ŗ ŗ Ṛ ṛ Ṝ ṝ S s Ś ś Ŝ ŝ Š š Ş ş Ṣ ṣ ß T t Ť ť Ţ ţ Ṭ ṭ Þ þ U u Ú ú Ù ù Û û Ü ü Ǔ ǔ Ŭ ŭ Ū ū Ũ ũ Ů ů Ų ų Ű ű Ǘ ǘ Ǜ ǜ Ǚ ǚ Ǖ ǖ V v W w Ŵ ŵ X x Y y Ý ý Ŷ ŷ Ÿ ÿ Ỹ ỹ Ȳ ȳ Z z Ź ź Ż ż Ž ž ß Ð ð Þ þ Ə ə,0.465994962217,0.612571393138
